,Type,Gender,FurLength,agecat,breedcat,namecat,descriptcat,colorcat,colorcat2,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
1949,2,1,1,2,2,0,0,1,1,1,1,1,2,1,0,0
1950,2,3,2,2,0,0,0,1,1,0,0,1,4,1,0,1
1951,1,1,1,2,0,0,0,1,1,0,1,1,3,0,0,0
1952,1,3,1,0,0,0,0,1,1,0,0,0,4,1,0,1
1953,2,1,2,4,0,0,0,2,0,0,0,0,3,0,0,0
1954,1,2,2,1,0,0,0,1,1,0,0,1,1,1,0,0
1955,1,2,1,1,0,0,0,1,1,1,0,1,1,0,0,1
1956,1,2,1,1,0,1,0,0,1,0,0,1,1,0,1,1
1957,1,2,2,1,0,0,0,0,1,0,0,1,3,0,0,0
1958,2,1,1,3,2,0,0,1,1,0,1,1,3,0,0,1
1959,2,3,1,3,2,1,0,2,1,1,0,1,4,1,0,1
1960,1,1,2,1,0,0,0,1,1,0,1,1,2,0,0,1
1961,2,2,1,2,2,1,0,1,0,0,1,1,3,0,0,1
1962,2,3,1,1,2,1,0,1,1,0,1,0,3,1,0,1
1963,2,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0
1964,2,2,2,0,2,0,0,1,1,0,1,1,5,0,0,1
1965,2,2,1,3,2,0,0,2,1,0,0,1,4,0,0,1
1966,1,2,2,2,0,1,0,1,1,1,1,1,3,0,1,1
1967,2,1,1,1,2,0,0,0,0,0,1,1,3,0,1,1
1968,2,1,2,3,2,0,0,2,1,0,0,1,1,0,0,0
1969,1,2,2,3,0,1,0,0,1,0,1,1,4,0,0,1
1970,2,1,1,1,2,1,0,1,1,0,0,0,2,0,0,1
1971,2,3,1,3,2,1,1,2,1,0,0,1,4,1,0,0
1972,2,2,1,3,2,0,0,1,1,1,0,1,4,0,0,1
1973,2,2,1,2,2,0,0,1,1,1,0,1,5,0,0,1
1974,1,2,1,2,0,0,0,1,1,0,0,0,3,1,0,0
1975,1,2,1,2,0,0,0,1,1,0,1,1,4,1,0,1
1976,1,2,2,1,0,1,0,1,1,1,1,1,5,1,0,1
1977,1,1,1,1,0,0,0,1,1,0,0,1,3,0,0,0
1978,1,2,1,3,0,1,0,0,0,1,1,1,3,0,0,0
1979,1,2,1,0,0,0,0,2,1,0,0,0,3,0,0,0
1980,1,2,2,0,0,0,0,1,1,0,0,1,2,0,0,1
1981,2,1,2,0,0,0,1,1,1,0,1,0,5,0,0,1
1982,2,2,2,4,2,0,0,2,1,0,1,1,2,0,1,1
1983,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
1984,1,3,1,0,0,0,0,2,1,0,0,0,1,1,0,0
1985,1,2,1,1,0,1,0,1,1,1,1,1,1,0,0,0
1986,1,2,1,2,0,1,0,1,1,1,0,1,4,0,0,1
1987,2,3,1,1,2,1,0,1,1,0,1,0,2,1,0,1
1988,1,3,2,2,0,0,0,2,1,0,1,1,5,1,0,0
1989,2,1,2,2,2,0,0,1,1,1,0,0,1,0,0,0
1990,2,2,1,3,2,0,0,2,1,0,0,1,2,0,0,0
1991,2,1,2,3,0,1,0,0,0,0,1,0,5,0,0,1
1992,2,2,1,1,2,0,0,1,1,1,0,0,4,0,0,1
1993,2,2,1,1,2,0,1,1,0,0,1,1,5,0,1,1
1994,2,2,1,2,2,1,0,2,1,0,1,1,2,0,0,1
1995,1,3,1,0,2,0,0,1,1,0,0,0,4,1,0,1
1996,1,2,2,3,0,0,0,2,1,1,1,1,3,0,0,0
1997,2,3,1,3,0,1,0,1,0,0,0,0,2,1,0,0
1998,2,1,1,2,2,1,0,0,0,0,0,1,2,0,0,1
1999,1,3,1,0,0,0,0,2,1,0,1,0,5,1,0,1
2000,1,1,2,3,0,0,0,1,1,0,0,0,1,0,0,1
2001,1,1,1,1,0,0,1,0,1,1,1,1,4,0,0,1
2002,2,3,1,1,2,0,0,2,1,0,0,1,2,1,0,0
2003,2,3,1,2,2,0,0,0,1,0,1,0,2,1,0,1
2004,1,2,1,2,0,1,1,1,1,1,1,1,5,1,0,1
2005,1,2,1,0,0,0,0,2,1,0,1,1,4,0,0,1
2006,2,2,1,3,2,0,0,1,1,1,1,1,3,0,0,0
2007,2,1,1,1,2,0,0,2,1,1,0,1,4,1,1,1
2008,1,2,1,2,0,1,0,1,1,0,0,1,4,0,0,0
2009,1,1,1,4,2,1,0,1,1,0,1,0,3,0,0,1
2010,2,3,1,1,2,0,0,0,1,0,0,0,4,1,0,1
2011,1,1,2,3,0,1,0,2,1,1,1,1,4,0,0,0
2012,2,3,1,3,0,0,0,2,1,1,0,1,3,1,0,0
2013,1,1,1,0,0,0,0,1,1,0,1,1,2,0,0,1
2014,2,2,2,1,0,1,0,0,0,0,0,0,3,0,0,1
2015,1,2,2,1,0,1,0,1,1,1,1,0,5,0,0,1
2016,1,2,1,1,0,0,0,0,1,0,1,1,4,0,0,1
2017,1,2,1,3,0,1,0,0,0,1,0,1,3,0,0,0
2018,2,2,1,3,2,0,1,0,0,1,0,1,3,0,0,1
2019,2,3,2,2,0,0,0,2,1,0,0,1,5,1,0,1
2020,2,2,1,2,0,0,0,2,1,1,1,1,4,0,0,1
2021,2,2,1,2,2,1,1,1,0,1,0,0,5,0,0,1
2022,1,2,2,4,2,0,0,1,0,1,0,1,4,1,1,0
2023,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1
2024,1,1,1,3,0,1,0,1,1,0,0,0,1,0,0,0
2025,2,1,1,1,2,1,0,1,1,0,1,0,4,0,1,1
2026,2,1,1,3,2,1,0,1,0,1,0,1,1,0,1,0
2027,1,3,2,0,0,0,0,2,1,0,1,0,4,1,0,0
2028,1,2,1,3,0,1,0,0,1,1,0,1,2,0,0,0
2029,1,2,2,1,0,0,0,0,0,0,1,1,5,0,0,1
2030,1,3,2,0,0,0,0,2,1,0,0,1,1,1,0,0
2031,1,2,2,4,0,1,0,2,1,0,0,0,1,0,0,1
2032,2,1,1,3,2,0,1,0,0,1,1,1,5,0,1,1
2033,2,2,1,3,2,0,0,1,1,1,1,1,4,0,1,0
2034,1,2,2,2,2,1,0,1,1,1,0,1,5,0,1,1
2035,1,1,2,1,0,0,0,2,1,0,1,1,2,0,0,1
2036,1,2,1,3,0,1,0,2,1,1,1,1,3,0,0,0
2037,1,2,1,0,0,0,0,2,1,0,1,1,3,0,1,1
2038,2,2,2,1,0,0,0,1,0,0,1,1,5,0,1,1
2039,1,2,2,1,0,0,0,1,1,0,0,1,4,0,0,1
2040,1,1,2,2,0,1,0,1,1,0,0,1,1,0,0,1
2041,2,2,1,1,2,0,0,0,0,0,0,0,4,0,0,1
2042,1,2,1,0,0,0,1,2,1,0,1,1,5,0,0,1
2043,2,3,1,1,2,0,0,2,1,0,1,1,3,1,0,1
2044,2,1,2,4,2,1,1,2,0,0,0,1,5,0,0,1
2045,2,2,1,1,2,1,0,2,1,0,1,1,4,1,0,1
2046,1,2,1,1,0,0,0,1,1,1,1,1,3,0,0,1
2047,1,2,2,2,0,0,0,0,1,0,1,1,3,0,0,1
2048,2,1,2,2,0,1,0,1,0,0,0,0,3,1,0,1
2049,2,3,1,0,2,1,0,2,1,0,1,0,3,1,0,1
2050,1,3,1,0,0,1,0,2,1,0,0,1,4,1,0,1
2051,1,1,1,1,0,0,1,1,1,1,1,1,5,0,0,1
2052,2,1,1,4,2,0,1,1,0,1,1,1,4,0,0,1
2053,1,1,2,3,0,0,0,0,0,0,0,1,3,0,0,0
2054,1,1,2,1,0,1,1,1,1,0,1,1,4,0,1,1
2055,2,3,1,1,2,1,0,2,1,1,0,1,3,1,0,1
2056,2,2,2,3,2,1,0,0,0,0,1,1,3,0,0,0
2057,2,1,1,3,0,0,1,1,0,1,0,1,5,0,0,0
2058,1,1,1,4,0,0,0,1,1,1,1,1,2,0,0,0
2059,2,1,1,1,2,1,0,1,0,0,1,1,5,0,0,1
2060,2,3,2,1,0,1,0,2,1,0,1,1,3,1,0,1
2061,1,2,2,1,0,0,0,1,1,1,1,1,1,0,0,1
2062,1,2,1,0,0,0,0,0,1,0,1,1,2,0,1,0
2063,1,1,2,4,0,0,0,1,0,1,0,0,1,0,0,0
2064,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1
2065,1,1,1,0,0,0,1,0,0,0,1,1,2,0,0,1
2066,1,2,1,3,2,1,0,2,1,0,1,1,2,1,0,0
2067,2,2,1,4,2,1,0,1,1,0,0,1,5,0,0,1
2068,1,1,1,4,2,0,0,2,1,1,0,1,1,0,0,1
2069,2,1,2,3,2,0,0,0,1,1,0,1,3,0,0,0
2070,2,1,2,1,2,1,0,1,1,0,1,1,1,0,0,1
2071,2,2,2,3,0,1,0,0,0,1,1,1,5,0,1,0
2072,1,2,2,4,2,0,0,0,0,1,1,0,3,0,0,1
2073,1,2,2,1,0,0,0,1,1,1,1,1,3,0,0,1
2074,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0
2075,2,1,2,3,0,0,0,0,0,0,1,1,3,0,0,0
2076,2,2,2,2,0,0,0,1,0,1,0,1,5,0,0,1
2077,1,2,1,3,0,0,0,1,1,1,1,1,4,0,0,1
2078,1,2,2,3,2,0,0,0,1,1,1,0,1,0,1,1
2079,1,3,1,1,2,1,0,1,1,0,1,1,1,1,0,1
2080,1,2,1,0,0,0,0,2,1,0,0,0,3,1,0,0
2081,2,2,1,3,2,0,0,2,1,1,0,0,1,0,0,1
2082,2,1,2,2,2,0,0,0,0,0,1,1,2,1,1,1
2083,1,2,2,1,2,0,0,0,1,1,0,1,3,0,1,1
2084,1,1,1,1,0,1,0,0,1,0,1,0,5,1,0,1
2085,2,1,1,1,2,0,0,1,1,0,1,0,3,0,1,1
2086,2,3,1,0,2,0,0,1,0,0,0,0,4,1,0,1
2087,1,2,2,3,2,1,0,2,1,1,0,1,5,0,1,1
2088,1,1,2,1,0,1,0,2,1,0,1,1,1,0,0,1
2089,1,2,1,0,0,0,0,0,1,0,0,1,2,0,0,1
2090,1,2,1,3,0,0,0,1,1,1,1,1,1,0,0,0
2091,2,3,2,0,0,1,0,1,1,0,0,0,5,1,0,1
2092,2,1,1,1,2,0,0,2,1,0,0,0,1,0,0,1
2093,1,1,1,4,0,0,0,0,1,1,1,1,3,0,0,0
2094,1,1,2,4,2,0,0,0,0,0,1,0,2,0,0,1
2095,1,3,1,3,0,1,0,2,1,0,1,1,3,1,0,1
2096,1,1,1,0,0,0,0,0,0,0,1,1,4,0,0,1
2097,1,2,1,2,0,0,0,0,1,1,0,1,5,0,0,1
2098,1,3,2,0,0,0,0,2,1,0,1,1,5,1,0,1
2099,2,2,2,3,0,0,0,2,1,0,0,1,1,1,0,1
2100,2,1,1,4,2,0,0,1,0,1,1,0,5,1,0,0
2101,2,2,1,4,2,0,0,0,0,1,0,1,2,0,1,0
2102,1,2,1,1,0,0,1,0,0,0,0,1,5,0,0,1
2103,2,3,2,3,0,0,0,2,1,1,1,1,3,1,0,0
2104,2,1,1,1,2,0,0,0,1,0,1,0,2,0,0,1
2105,1,2,1,1,0,0,0,0,1,0,0,1,1,0,1,1
2106,2,2,2,2,0,0,0,0,1,0,0,1,2,0,0,1
2107,1,1,2,2,2,0,0,1,1,1,0,1,5,0,0,1
2108,2,2,2,1,0,0,0,0,0,0,1,1,4,0,0,1
2109,1,2,2,4,0,1,0,2,1,1,0,1,3,1,0,1
2110,2,2,1,3,2,1,0,0,0,0,0,1,2,0,1,1
2111,1,2,1,3,0,0,0,0,1,1,1,1,0,0,0,0
2112,1,2,2,0,0,0,0,1,1,1,0,1,1,0,0,1
2113,1,2,2,4,0,0,0,0,1,1,1,1,2,0,1,1
2114,1,2,1,3,0,0,0,1,0,1,1,1,2,0,0,1
2115,2,2,1,0,2,1,0,1,1,0,1,1,1,0,0,1
2116,1,1,2,3,2,0,0,1,1,0,1,0,2,0,0,1
2117,2,1,1,2,2,0,0,2,1,1,0,0,1,0,0,1
2118,1,1,2,4,2,1,0,0,0,1,1,0,2,0,0,1
2119,2,3,1,3,2,0,0,2,1,0,0,1,3,1,0,1
2120,2,3,1,1,2,1,0,2,1,0,1,0,3,1,0,1
2121,1,3,2,4,2,0,1,2,1,1,1,0,2,1,0,1
2122,2,1,1,4,2,0,1,1,1,1,1,0,4,0,0,1
2123,1,1,1,3,0,0,0,2,1,1,1,0,2,0,0,0
2124,1,2,2,4,2,0,0,0,1,0,0,0,4,0,0,1
2125,2,2,2,2,0,0,0,1,1,1,1,1,4,0,0,1
2126,2,3,1,1,2,0,0,2,1,0,0,1,5,1,0,0
2127,2,1,1,3,2,0,0,2,1,0,1,1,3,0,1,0
2128,2,2,1,1,2,1,0,2,1,0,1,1,5,0,0,0
2129,1,3,1,0,0,0,0,1,1,0,0,1,2,1,0,1
2130,2,2,1,4,2,0,0,2,1,1,0,1,2,0,0,1
2131,1,2,1,4,0,0,0,0,1,1,1,1,2,0,0,0
2132,1,1,2,0,0,1,0,0,0,0,1,1,2,0,0,1
2133,2,1,1,2,2,1,0,1,0,0,0,0,4,0,0,1
2134,1,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0
2135,1,2,2,4,2,0,0,1,0,1,1,0,1,0,0,1
2136,1,1,1,1,0,0,0,1,1,1,1,1,3,0,0,1
2137,1,1,2,4,2,0,1,2,1,1,1,0,3,0,1,1
2138,2,2,1,3,2,0,0,2,1,0,0,1,5,0,0,1
2139,2,2,1,3,0,0,0,2,1,0,1,1,1,0,0,1
2140,2,2,1,1,2,0,0,1,1,0,0,0,1,0,0,1
2141,1,1,1,1,0,0,0,1,1,0,1,1,2,0,0,1
2142,1,2,2,1,0,0,0,1,1,0,1,1,3,0,0,1
2143,2,3,1,2,2,1,0,2,1,0,0,1,5,1,0,1
2144,1,2,2,1,0,0,0,2,1,1,1,1,3,0,0,1
2145,1,2,2,1,0,0,0,0,1,1,1,1,1,0,0,1
2146,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,1
2147,1,3,1,1,0,1,0,1,1,0,0,1,1,1,0,1
2148,2,2,1,0,2,0,0,2,1,0,0,0,3,0,1,0
2149,1,2,1,4,2,0,0,0,0,1,0,0,1,0,0,0
2150,1,1,2,4,2,1,1,0,0,1,1,0,5,0,0,1
2151,2,1,1,3,2,0,0,1,1,1,0,1,3,0,0,0
2152,1,1,1,0,0,1,0,0,1,0,1,0,4,0,0,1
2153,1,2,1,1,0,1,0,2,1,0,1,1,1,0,0,1
2154,1,2,2,4,0,0,0,2,1,1,1,1,5,1,0,0
2155,2,2,1,1,2,0,0,2,1,1,0,1,2,1,0,1
2156,2,1,1,2,2,1,0,1,1,0,0,0,2,0,0,1
2157,2,1,1,3,2,1,0,0,0,1,1,1,3,0,1,0
2158,1,2,1,0,0,0,0,1,1,0,1,1,1,0,0,1
2159,1,1,1,0,0,1,0,1,1,1,1,1,5,0,0,1
2160,2,1,2,3,2,0,0,1,1,0,1,0,4,0,1,1
2161,2,3,1,0,2,0,0,2,1,0,1,0,4,1,0,1
2162,1,2,1,3,0,0,0,0,1,1,0,0,4,0,0,0
2163,2,3,1,0,2,1,0,2,1,1,1,0,4,1,0,0
2164,1,2,2,2,0,0,0,1,1,1,1,1,2,0,0,1
2165,2,3,2,2,0,0,0,0,0,1,0,0,2,1,1,0
2166,2,1,1,1,2,0,0,2,1,0,0,0,3,0,0,1
2167,2,2,2,0,0,0,0,0,0,0,1,0,3,0,0,1
2168,1,1,1,3,2,1,0,0,1,1,0,0,1,0,1,1
2169,1,1,2,3,0,0,0,0,1,0,1,1,2,0,0,1
2170,1,1,2,4,2,1,0,1,1,1,0,0,2,0,1,0
2171,2,2,1,4,0,1,0,0,1,0,0,1,1,0,0,0
2172,1,3,1,0,0,0,0,1,1,1,0,0,5,1,0,1
2173,1,1,2,4,2,0,1,2,1,0,0,0,2,0,0,1
2174,1,1,1,4,2,0,0,2,1,1,1,1,3,0,0,1
2175,1,2,1,4,2,1,1,2,1,1,1,0,4,0,0,0
2176,2,2,2,3,2,0,0,2,1,0,1,1,2,0,0,0
2177,2,3,1,1,2,1,0,1,0,0,0,0,3,1,0,1
2178,1,1,1,2,0,1,0,1,1,1,1,0,1,0,0,1
2179,1,1,1,1,0,1,1,1,1,1,0,1,2,0,1,1
2180,2,2,2,4,0,0,0,0,1,1,0,1,2,0,0,1
2181,1,2,1,0,0,1,1,1,1,0,1,1,2,0,0,1
2182,2,2,2,4,2,0,0,1,1,1,0,1,1,0,1,0
2183,1,2,1,1,0,0,0,1,1,0,1,1,1,0,0,1
2184,2,3,1,0,2,0,0,2,1,0,1,1,3,1,0,1
2185,2,1,1,0,2,1,1,1,0,0,1,0,2,0,0,1
2186,1,2,2,4,2,0,0,0,0,1,0,0,3,0,1,1
2187,1,2,1,2,0,0,0,1,1,1,1,1,2,0,1,0
2188,1,1,1,0,0,0,1,1,1,0,1,1,5,0,0,1
2189,2,1,2,2,0,0,1,1,0,0,0,1,3,0,0,1
2190,2,2,2,0,0,0,0,1,1,0,0,1,3,0,0,1
2191,2,2,2,1,2,0,0,2,1,0,1,1,4,0,0,1
2192,1,1,2,4,0,0,0,1,1,1,0,1,3,0,0,1
2193,2,2,2,3,0,0,0,1,1,0,1,1,4,0,0,0
2194,1,1,1,1,0,0,0,1,0,0,1,1,3,0,0,1
2195,2,2,1,3,2,0,0,2,1,0,1,1,3,0,0,0
2196,1,1,1,2,0,0,0,2,1,1,0,1,1,0,1,1
2197,2,1,2,2,2,0,0,1,1,1,1,1,3,0,1,1
2198,1,2,1,0,0,1,0,1,1,0,1,1,4,0,1,1
2199,1,1,2,3,0,0,0,1,1,0,0,1,4,0,0,1
2200,2,1,1,4,2,1,0,1,1,1,0,1,2,0,0,0
2201,1,1,1,1,0,0,0,2,1,0,0,0,3,1,0,1
2202,1,3,2,0,0,1,0,0,0,0,0,1,5,1,0,1
2203,2,2,1,1,2,0,0,1,0,1,1,1,1,0,0,1
2204,2,1,2,1,0,0,0,0,0,0,0,1,2,0,0,1
2205,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0
2206,1,2,1,2,0,0,0,0,1,1,1,1,5,0,0,1
2207,2,2,2,3,0,1,0,1,0,0,1,1,2,0,0,1
2208,1,2,1,3,2,0,0,1,1,1,1,1,3,0,0,1
2209,1,1,2,3,0,1,0,1,1,0,0,1,3,0,0,0
2210,1,1,1,3,0,1,0,0,1,0,1,0,5,0,0,0
2211,1,1,1,2,0,0,0,1,0,0,1,1,5,0,1,0
2212,1,2,1,2,0,0,0,2,1,1,1,1,3,0,0,0
2213,2,1,1,1,2,1,0,0,1,0,1,0,2,0,0,0
2214,2,1,1,2,2,1,0,1,1,1,0,0,1,1,0,0
2215,2,2,1,3,2,0,0,0,0,0,1,0,3,0,0,1
2216,1,2,2,3,0,1,0,1,1,1,0,1,3,0,0,1
2217,2,1,1,1,2,0,0,0,0,0,1,1,3,0,0,1
2218,1,1,1,2,0,1,0,0,1,1,0,0,1,0,0,1
2219,1,2,1,1,0,0,0,0,1,0,1,0,2,0,0,0
2220,2,2,1,2,2,0,1,1,1,0,0,0,2,0,0,1
2221,2,1,1,3,2,1,0,0,1,1,0,1,1,0,1,0
2222,1,2,1,3,2,0,0,1,1,1,0,1,2,0,1,1
2223,1,2,1,1,0,0,0,0,1,0,1,1,3,0,0,1
2224,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0
2225,2,2,2,3,0,1,0,0,1,0,0,1,4,0,0,1
2226,1,2,1,3,0,0,0,1,1,1,0,0,4,0,0,0
2227,1,1,2,3,0,1,1,2,1,0,1,1,3,0,0,1
2228,1,1,1,1,0,0,1,0,1,1,0,1,3,0,0,1
2229,2,1,1,2,2,1,0,1,0,0,1,0,5,0,0,1
2230,1,1,1,3,0,0,0,2,1,1,0,1,0,0,0,0
2231,2,2,2,2,0,1,0,1,1,0,1,1,3,0,0,0
2232,1,1,1,0,0,0,0,1,1,0,1,1,3,0,1,1
2233,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2234,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1
2235,1,2,1,2,0,0,0,1,1,1,0,1,0,1,0,0
2236,2,3,1,0,2,0,0,2,1,0,1,1,5,1,0,1
2237,1,1,2,4,2,1,0,0,1,1,1,1,1,0,1,1
2238,2,2,1,3,2,0,1,1,1,1,1,1,5,0,0,1
2239,2,3,1,1,2,1,0,2,1,1,0,0,3,1,0,0
2240,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1
2241,2,3,1,0,2,0,0,2,1,0,0,0,2,1,0,1
2242,1,3,2,0,0,0,0,2,1,0,1,1,5,1,0,0
2243,2,2,1,1,2,1,0,1,1,0,1,0,1,0,0,1
2244,2,2,2,2,0,1,1,2,1,1,1,1,1,0,1,1
2245,1,2,2,1,0,0,0,0,1,0,0,1,1,0,0,0
2246,1,2,2,4,0,0,0,0,1,1,0,1,3,0,0,0
2247,1,1,1,4,2,0,0,0,0,1,1,0,3,0,1,0
2248,2,2,1,4,2,0,1,2,1,1,1,0,3,0,0,1
2249,1,2,2,1,0,0,0,1,1,0,1,1,5,0,0,1
2250,1,1,1,3,0,1,0,1,1,1,0,0,2,0,0,0
2251,1,2,2,4,0,0,0,2,1,1,1,1,2,0,0,0
2252,2,3,1,0,2,0,0,1,1,0,0,0,3,1,0,1
2253,2,1,2,2,0,0,0,2,1,0,1,1,2,0,0,1
2254,1,2,2,4,2,0,0,0,0,0,1,1,0,0,0,1
2255,1,2,2,0,0,0,0,0,0,1,0,1,5,0,0,1
2256,2,2,1,3,2,0,0,0,1,0,0,1,3,0,1,1
2257,1,2,2,4,2,1,0,0,1,0,1,0,4,0,0,1
2258,2,2,1,0,2,1,0,2,1,0,0,0,1,0,0,1
2259,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1
2260,2,2,1,0,2,0,0,0,0,0,0,1,3,0,0,1
2261,1,1,1,1,0,1,0,0,1,0,1,1,3,0,0,1
2262,2,1,2,3,0,0,0,1,1,0,1,0,4,0,0,1
2263,2,2,1,4,2,0,0,0,1,0,0,0,1,0,0,0
2264,1,2,1,1,0,0,0,1,1,0,0,1,3,0,0,1
2265,1,3,2,1,0,0,0,1,1,1,0,1,2,1,0,0
2266,2,3,1,2,2,0,0,0,0,0,1,0,1,1,0,1
2267,1,1,1,3,2,0,0,1,1,0,1,1,1,0,0,1
2268,2,2,2,2,0,1,0,2,1,0,0,1,1,0,0,0
2269,2,2,2,0,0,0,1,1,0,0,1,1,5,0,1,1
2270,2,2,1,3,0,1,0,1,0,0,1,0,2,1,0,1
2271,1,1,2,1,0,0,0,1,1,1,0,1,3,0,0,1
2272,1,1,1,1,0,0,0,0,1,0,0,1,3,0,0,0
2273,2,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0
2274,2,2,1,4,2,0,1,0,1,0,0,1,3,0,1,1
2275,1,2,1,2,0,0,0,2,1,0,0,1,1,0,0,1
2276,1,1,1,4,0,0,0,2,1,1,1,1,5,0,0,0
2277,1,2,1,4,2,0,0,0,0,1,0,1,5,0,1,1
2278,1,2,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2279,2,2,1,2,2,1,0,2,1,0,1,0,2,1,0,1
2280,1,2,1,3,0,0,0,1,1,1,0,1,1,0,0,0
2281,1,1,1,4,2,1,0,0,0,1,1,1,2,0,1,1
2282,1,2,1,3,0,0,0,2,1,0,0,1,4,0,0,0
2283,1,1,2,2,0,0,0,0,1,1,0,1,5,0,1,1
2284,1,2,1,0,0,0,0,0,1,1,1,1,5,0,0,1
2285,2,3,2,0,0,1,0,1,1,1,1,0,0,1,0,0
2286,1,1,1,1,0,0,0,0,1,0,1,1,3,0,0,1
2287,2,1,1,2,2,0,0,2,1,0,0,0,5,1,0,0
2288,2,3,1,2,2,0,0,2,0,0,1,0,3,1,0,1
2289,2,2,1,2,2,1,0,2,1,0,1,0,3,0,1,0
2290,1,2,1,0,0,0,0,0,1,0,1,1,2,0,0,0
2291,1,1,1,4,2,1,0,2,1,1,1,1,1,0,1,1
2292,2,2,2,2,0,1,0,2,0,0,0,1,1,0,0,1
2293,2,1,1,2,2,0,0,0,0,0,1,1,0,1,0,0
2294,2,3,1,3,2,1,0,2,1,0,1,1,2,1,0,1
2295,2,1,1,3,2,1,0,0,1,1,0,1,1,0,1,0
2296,1,2,1,4,0,0,0,0,0,0,0,1,2,0,0,0
2297,2,2,2,4,0,0,0,0,0,0,0,0,2,0,1,1
2298,2,2,1,1,2,0,0,1,0,0,0,0,3,0,0,1
2299,2,1,1,1,2,0,0,1,0,0,1,1,2,0,0,1
2300,2,2,1,4,2,1,0,1,1,1,0,0,1,0,0,1
2301,2,1,2,4,2,0,0,0,1,1,0,1,3,0,0,1
2302,2,1,1,2,2,0,0,2,1,1,0,0,1,0,0,1
2303,1,1,2,4,2,0,0,1,1,1,0,0,1,0,0,1
2304,1,2,1,3,0,0,0,0,0,0,0,1,4,0,0,1
2305,1,2,2,2,0,0,0,1,1,1,1,1,2,0,0,1
2306,1,1,2,1,0,1,0,0,1,1,1,1,1,0,0,1
2307,2,1,2,3,2,1,0,2,1,1,1,1,5,1,0,1
2308,1,3,1,1,0,0,0,2,1,0,1,1,4,1,0,0
2309,1,3,2,0,0,0,0,0,1,0,0,1,5,1,0,1
2310,1,1,2,2,0,0,0,0,1,0,0,1,3,0,0,0
2311,2,3,2,3,0,1,0,2,1,0,1,1,2,1,0,1
2312,2,2,2,2,0,0,0,2,1,0,1,1,4,0,1,1
2313,1,3,2,0,0,1,0,2,1,0,1,1,5,1,0,1
2314,1,2,1,0,0,0,0,0,1,1,1,1,5,1,0,1
2315,2,3,1,3,2,0,0,1,0,0,1,1,4,1,0,0
2316,2,3,1,0,2,1,0,1,1,0,1,0,3,1,0,0
2317,1,2,1,4,0,0,1,2,1,0,0,1,1,0,0,0
2318,1,2,2,3,0,1,0,0,0,1,0,1,3,0,0,1
2319,2,2,2,1,0,1,0,2,1,1,0,1,5,0,0,1
2320,2,2,1,2,2,0,0,2,1,0,1,0,4,0,0,1
2321,1,2,1,1,0,1,0,2,1,1,1,1,3,1,0,1
2322,1,1,2,0,0,1,0,1,1,0,1,1,2,0,0,1
2323,1,2,2,1,0,0,0,2,1,0,1,1,2,1,0,0
2324,1,2,1,3,0,0,0,0,1,1,1,1,3,0,0,0
2325,1,2,1,4,2,0,0,1,1,1,0,0,4,0,1,1
2326,1,1,2,1,0,0,0,0,1,1,0,1,3,0,0,1
2327,1,2,1,1,0,1,1,0,1,1,0,1,5,0,0,1
2328,1,1,2,3,0,0,0,1,1,1,1,1,4,1,0,0
2329,1,2,1,1,0,1,0,1,1,0,1,0,3,0,0,0
2330,2,2,1,3,2,0,0,2,1,1,1,1,3,0,1,0
2331,1,2,1,1,0,0,0,0,1,0,0,1,2,0,0,1
2332,1,2,2,2,0,1,0,0,1,1,1,1,1,0,1,0
2333,2,2,1,1,2,0,0,1,0,0,0,0,4,0,0,1
2334,2,2,1,4,2,1,0,0,0,1,0,0,2,0,1,1
2335,1,1,1,2,0,1,0,1,1,0,0,1,1,0,0,1
2336,2,2,1,0,2,0,0,0,1,0,0,0,1,0,0,1
2337,2,2,2,3,0,0,1,1,1,0,1,0,1,0,0,1
2338,1,3,1,2,0,0,0,2,1,1,1,1,2,1,1,0
2339,1,2,2,3,0,0,0,1,1,1,1,1,2,1,1,0
2340,2,3,1,2,2,0,0,2,1,0,0,0,1,1,0,1
2341,1,1,1,1,0,0,0,2,1,1,0,1,5,0,0,1
2342,1,1,1,4,2,0,0,0,0,1,0,1,3,0,1,1
2343,1,1,1,0,0,1,0,1,1,0,1,1,3,0,0,1
2344,1,1,1,3,0,1,0,1,1,0,1,1,2,0,0,0
2345,2,1,2,0,0,1,0,2,1,0,1,0,1,0,0,1
